   3.5526535e-05   4.0105956e-05   3.8637517e-05   3.4078228e-05   2.7509454e-05   2.0706942e-05   1.4815514e-05   1.0224816e-05   6.8772127e-06   4.5401056e-06   2.9561732e-06   1.9048908e-06   1.2176388e-06   7.7341835e-07   4.8876306e-07   3.0759036e-07   1.9290492e-07   1.2062761e-07   7.5243548e-08   4.6833857e-08   2.9096422e-08   1.8047109e-08   1.1177551e-08   6.9139484e-09   4.2717405e-09   2.6365328e-09   1.6257524e-09   1.0016273e-09   6.1662506e-10   3.7933964e-10   2.3321295e-10   1.4329035e-10   8.7991572e-11   5.4006107e-11   3.3131290e-11   2.0316173e-11   1.2452786e-11   7.6299910e-12   4.6733148e-12   2.8614050e-12   1.7514420e-12   1.0717229e-12   6.5561211e-13   4.0095538e-13   2.4515234e-13   1.4985554e-13   9.1582329e-14   5.5957425e-14   3.4183423e-14   2.0878027e-14   1.2749216e-14   7.7839734e-15   4.7516732e-15   2.9001629e-15   1.7698314e-15   1.0798861e-15   6.5881466e-16   4.0187439e-16   2.4511030e-16   1.4947866e-16   9.1147627e-17   5.5572770e-17   3.3879043e-17   2.0651634e-17   1.2587330e-17   7.6713229e-18   4.6748313e-18   2.8485383e-18   1.7355615e-18   1.0573557e-18   6.4411964e-19   3.9235350e-19   2.3897650e-19   1.4554611e-19   8.8636945e-20   5.3975752e-20   3.2866488e-20   2.0011492e-20   1.2183668e-20   7.4173693e-21
   3.6610905e-05   4.1722441e-05   4.0378313e-05   3.5927238e-05   2.9328482e-05   2.2341823e-05   1.6177908e-05   1.1296789e-05   7.6854713e-06   5.1304569e-06   3.3771116e-06   2.1995071e-06   1.4208431e-06   9.1193102e-07   5.8227055e-07   3.7020819e-07   2.3455143e-07   1.4816400e-07   9.3357659e-08   5.8696450e-08   3.6834221e-08   2.3076507e-08   1.4436157e-08   9.0191705e-09   5.6282691e-09   3.5085481e-09   2.1850847e-09   1.3596762e-09   8.4540013e-10   5.2526426e-10   3.2614280e-10   2.0238340e-10   1.2551607e-10   7.7803517e-11   4.8204852e-11   2.9853033e-11   1.8480151e-11   1.1435465e-11   7.0736601e-12   4.3740772e-12   2.7038934e-12   1.6709436e-12   1.0323112e-12   6.3759233e-13   3.9370004e-13   2.4304331e-13   1.5000412e-13   9.2561210e-14   5.7103916e-14   3.5222334e-14   2.1721499e-14   1.3393210e-14   8.2566961e-15   5.0892989e-15   3.1364817e-15   1.9326961e-15   1.1907570e-15   7.3354037e-16   4.5182329e-16   2.7826538e-16   1.7135543e-16   1.0550831e-16   6.4957234e-17   3.9987312e-17   2.4613448e-17   1.5148856e-17   9.3227909e-18   5.7368328e-18   3.5298802e-18   2.1717539e-18   1.3360581e-18   8.2187421e-19   5.0553566e-19   3.1093223e-19   1.9122657e-19   1.1759808e-19   7.2314057e-20   4.4464823e-20   2.7339001e-20   1.6808221e-20
   3.7686720e-05   4.3365536e-05   4.2145472e-05   3.7808182e-05   3.1194085e-05   2.4037137e-05   1.7607493e-05   1.2435016e-05   8.5536415e-06   5.7717016e-06   3.8393361e-06   2.5264699e-06   1.6487152e-06   1.0688569e-06   6.8928553e-07   4.4259315e-07   2.8317530e-07   1.8063339e-07   1.1492823e-07   7.2961930e-08   4.6230899e-08   2.9244065e-08   1.8471321e-08   1.1651576e-08   7.3410571e-09   4.6203145e-09   2.9051469e-09   1.8251009e-09   1.1456753e-09   7.1865698e-10   4.5049830e-10   2.8222736e-10   1.7670953e-10   1.1058444e-10   6.9169983e-11   4.3245968e-11   2.7026585e-11   1.6883652e-11   1.0543436e-11   6.5818573e-12   4.1074697e-12   2.5625254e-12   1.5982235e-12   9.9652774e-13   6.2119828e-13   3.8713820e-13   2.4121385e-13   1.5026021e-13   9.3582796e-14   5.8272372e-14   3.6278400e-14   2.2581674e-14   1.4053687e-14   8.7448806e-15   5.4406412e-15   3.3844008e-15   2.1049984e-15   1.3090691e-15   8.1398546e-16   5.0607662e-16   3.1460354e-16   1.9555129e-16   1.2153726e-16   7.5528641e-17   4.6932005e-17   2.9159722e-17   1.8115739e-17   1.1253524e-17   6.9900828e-18   4.3414885e-18   2.6962417e-18   1.6743414e-18   1.0396697e-18   6.4552646e-19   4.0077535e-19   2.4880395e-19   1.5444853e-19   9.5869720e-20   5.9504685e-20   3.6931226e-20
   3.8752598e-05   4.5034943e-05   4.3939032e-05   3.9720204e-05   3.3104735e-05   2.5791587e-05   1.9103840e-05   1.3640065e-05   9.4830840e-06   6.4656727e-06   4.3448543e-06   2.8877432e-06   1.9030423e-06   1.2457411e-06   8.1109417e-07   5.2578466e-07   3.3959688e-07   2.1867071e-07   1.4043866e-07   8.9993224e-08   5.7555640e-08   3.6747321e-08   2.3426646e-08   1.4914682e-08   9.4841631e-09   6.0244544e-09   3.8230973e-09   2.4239913e-09   1.5356738e-09   9.7218511e-10   6.1504571e-10   3.8886384e-10   2.4571981e-10   1.5518643e-10   9.7961369e-11   6.1809948e-11   3.8983227e-11   2.4576795e-11   1.5488587e-11   9.7577012e-12   6.1452783e-12   3.8690320e-12   2.4352161e-12   1.5323367e-12   9.6395974e-13   6.0625819e-13   3.8120267e-13   2.3963981e-13   1.5061614e-13   9.4645076e-14   5.9462424e-14   3.7351593e-14   2.3458551e-14   1.4730658e-14   9.2485817e-15   5.8058143e-15   3.6440884e-15   2.2869415e-15   1.4350400e-15   9.0036396e-16   5.6483227e-16   3.5429927e-16   2.2221446e-16   1.3935659e-16   8.7385134e-17   5.4790357e-17   3.4350161e-17   2.1533418e-17   1.3497649e-17   8.4599070e-18   5.3019620e-18   3.3225569e-18   2.0819685e-18   1.3044966e-18   8.1729679e-19   5.1201860e-19   3.2074635e-19   2.0091329e-19   1.2584253e-19   7.8816812e-20
   3.9807188e-05   4.6730326e-05   4.5759058e-05   4.1662538e-05   3.5058960e-05   2.7603833e-05   2.0666394e-05   1.4912350e-05   1.0475022e-05   7.2141040e-06   4.8956203e-06   3.2852781e-06   2.1856286e-06   1.4441660e-06   9.4903051e-07   6.2087374e-07   4.0468700e-07   2.6295731e-07   1.7041322e-07   1.1018802e-07   7.1106420e-08   4.5807143e-08   2.9464289e-08   1.8926535e-08   1.2142867e-08   7.7821516e-09   4.9825581e-09   3.1872709e-09   2.0372018e-09   1.3011516e-09   8.3047621e-10   5.2973115e-10   3.3770214e-10   2.1516956e-10   1.3702927e-10   8.7226088e-11   5.5500079e-11   3.5299395e-11   2.2442878e-11   1.4263878e-11   9.0626194e-12   5.7561938e-12   3.6550254e-12   2.3202023e-12   1.4724765e-12   9.3425192e-13   5.9262281e-13   3.7583451e-13   2.3829982e-13   1.5106506e-13   9.5746240e-14   6.0673736e-14   3.8441886e-14   2.4352131e-14   1.5424133e-14   9.7678509e-15   6.1849270e-15   3.9157057e-15   2.4787223e-15   1.5688826e-15   9.9288715e-16   6.2828735e-16   3.9752796e-16   2.5149527e-16   1.5909132e-16   1.0062812e-16   6.3642905e-17   4.0247590e-17   2.5450156e-17   1.6091741e-17   1.0173700e-17   6.4316049e-18   4.0656077e-18   2.5697944e-18   1.6241987e-18   1.0264760e-18   6.4867664e-19   4.0990053e-19   2.5900034e-19   1.6364196e-19
   4.0849169e-05   4.8451312e-05   4.7605631e-05   4.3634507e-05   3.7055347e-05   2.9472506e-05   2.2294492e-05   1.6252141e-05   1.1530540e-05   8.0186265e-06   5.4935278e-06   3.7210047e-06   2.4982888e-06   1.6657455e-06   1.1044725e-06   7.2900055e-07   4.7936582e-07   3.1422082e-07   2.0541756e-07   1.3397972e-07   8.7211171e-08   5.6668967e-08   3.6766178e-08   2.3820832e-08   1.5414667e-08   9.9640145e-09   6.4343405e-09   4.1512937e-09   2.6761327e-09   1.7238809e-09   1.1097095e-09   7.1390050e-10   4.5900096e-10   2.9495515e-10   1.8944441e-10   1.2162036e-10   7.8044657e-11   5.0061625e-11   3.2099840e-11   2.0575349e-11   1.3184004e-11   8.4452367e-12   5.4081477e-12   3.4623000e-12   2.2159856e-12   1.4179516e-12   9.0709704e-13   5.8016194e-13   3.7098191e-13   2.3717492e-13   1.5160081e-13   9.6884652e-14   6.1906003e-14   3.9549255e-14   2.5262413e-14   1.6134121e-14   1.0302737e-14   6.5780829e-15   4.1994075e-15   2.6805319e-15   1.7108048e-15   1.0917634e-15   6.9663796e-16   4.4446564e-16   2.8354595e-16   1.8086918e-16   1.1536210e-16   7.3573380e-17   4.6917909e-17   2.9917020e-17   1.9074848e-17   1.2160966e-17   7.7524781e-18   4.9417364e-18   3.1498236e-18   2.0075277e-18   1.2794004e-18   8.1530846e-19   5.1952789e-19   3.3103056e-19
   4.1877251e-05   5.0197491e-05   4.9478849e-05   4.5635514e-05   3.9092547e-05   3.1396218e-05   2.3987373e-05   1.7659569e-05   1.2650589e-05   8.8807649e-06   6.1404037e-06   4.1968252e-06   2.8428412e-06   1.9121194e-06   1.2788378e-06   8.5135172e-07   5.6460140e-07   3.7323466e-07   2.4605895e-07   1.6183815e-07   1.0622881e-07   6.9603949e-08   4.5535177e-08   2.9748030e-08   1.9410287e-08   1.2650954e-08   8.2371946e-09   5.3584713e-09   3.4829201e-09   2.2621334e-09   1.4682241e-09   9.5233574e-10   6.1735205e-10   3.9998153e-10   2.5901705e-10   1.6765387e-10   1.0846996e-10   7.0150161e-11   4.5350547e-11   2.9307681e-11   1.8933674e-11   1.2227890e-11   7.8947664e-12   5.0957188e-12   3.2881888e-12   2.1212867e-12   1.3681667e-12   8.8222837e-13   5.6876162e-13   3.6659908e-13   2.3624822e-13   1.5221791e-13   9.8058831e-14   6.3158944e-14   4.0673678e-14   2.6189397e-14   1.6860633e-14   1.0853285e-14   6.9853807e-15   4.4953427e-15   2.8925551e-15   1.8610099e-15   1.1971978e-15   7.7007895e-16   4.9528872e-16   3.1852035e-16   2.0482034e-16   1.3169450e-16   8.4668588e-17   5.4430018e-17   3.4987863e-17   2.2488494e-17   1.4453351e-17   9.2884460e-18   5.9687718e-18   3.8352645e-18   2.4641951e-18   1.5831614e-18   1.0170600e-18   6.5334116e-19
   4.2890177e-05   5.1968420e-05   5.1378815e-05   4.7665039e-05   4.1169279e-05   3.3373574e-05   2.5744186e-05   1.9134636e-05   1.3835984e-05   9.8019346e-06   6.8380032e-06   4.7146071e-06   3.2211010e-06   2.1849481e-06   1.4735797e-06   9.8915735e-07   6.6140797e-07   4.4081738e-07   2.9298639e-07   1.9427019e-07   1.2855013e-07   8.4910027e-08   5.5996192e-08   3.6876422e-08   2.4254670e-08   1.5935073e-08   1.0458580e-08   6.8579240e-09   4.4931396e-09   2.9415477e-09   1.9244130e-09   1.2581765e-09   8.2210535e-10   5.3687769e-10   3.5043104e-10   2.2862552e-10   1.4909250e-10   9.7187092e-11   6.3327826e-11   4.1250030e-11   2.6860075e-11   1.7484458e-11   1.1378032e-11   7.4021782e-12   4.8143325e-12   3.1304232e-12   2.0350084e-12   1.3226074e-12   8.5941349e-13   5.5832172e-13   3.6264550e-13   2.3550465e-13   1.5291139e-13   9.9267433e-14   6.4432304e-14   4.1815134e-14   2.7133084e-14   1.7603675e-14   1.1419540e-14   7.4069143e-15   4.8036542e-15   3.1149709e-15   2.0196963e-15   1.3093927e-15   8.4880370e-16   5.5017374e-16   3.5657369e-16   2.3107721e-16   1.4973549e-16   9.7018289e-17   6.2855747e-17   4.0719286e-17   2.6376689e-17   1.7084666e-17   1.1065217e-17   7.1660783e-18   4.6405813e-18   3.0049232e-18   1.9456532e-18   1.2597065e-18
   4.3886722e-05   5.3763623e-05   5.3305638e-05   4.9722633e-05   4.3284330e-05   3.5403179e-05   2.7564009e-05   2.0677220e-05   1.5087412e-05   1.0783441e-05   7.5880043e-06   5.2761773e-06   3.6348744e-06   2.4859065e-06   1.6901823e-06   1.1436879e-06   7.7084397e-07   5.1783163e-07   3.4689033e-07   2.3182011e-07   1.5459856e-07   1.0291288e-07   6.8397218e-08   4.5393178e-08   3.0087959e-08   1.9920557e-08   1.3175448e-08   8.7061542e-09   5.7480540e-09   3.7921081e-09   2.4999653e-09   1.6470448e-09   1.0844686e-09   7.1365496e-10   4.6939330e-10   3.0858764e-10   2.0278107e-10   1.3319759e-10   8.7457504e-11   5.7403732e-11   3.7664757e-11   2.4705352e-11   1.6200032e-11   1.0619817e-11   6.9598749e-12   4.5601103e-12   2.9870647e-12   1.9562064e-12   1.2808270e-12   8.3844911e-13   5.4875400e-13   3.5908517e-13   2.3493072e-13   1.5367676e-13   1.0050924e-13   6.5725849e-14   4.2973605e-14   2.8093473e-14   1.8363257e-14   1.2001542e-14   7.8427734e-15   5.1244794e-15   3.3479527e-15   2.1870578e-15   1.4285466e-15   9.3300398e-16   6.0929710e-16   3.9786232e-16   2.5977423e-16   1.6959782e-16   1.1071507e-16   7.2269777e-17   4.7170603e-17   3.0785912e-17   2.0090908e-17   1.3110376e-17   8.5545997e-18   5.5815421e-18   3.6414939e-18   2.3756185e-18
   4.4865694e-05   5.5582594e-05   5.5259427e-05   5.1807911e-05   4.5436556e-05   3.7483649e-05   2.9445850e-05   2.2287085e-05   1.6405431e-05   1.1826477e-05   8.3920043e-06   5.8833160e-06   4.0859519e-06   2.8166793e-06   1.9301565e-06   1.3162510e-06   8.9400983e-07   6.0518306e-07   4.0850239e-07   2.7506976e-07   1.8483075e-07   1.2396675e-07   8.3010298e-08   5.5505338e-08   3.7066462e-08   2.4724562e-08   1.6475037e-08   1.0967736e-08   7.2952019e-09   4.8486368e-09   3.2202705e-09   2.1373739e-09   1.4177717e-09   9.3991722e-10   6.2279933e-10   4.1247519e-10   2.7305683e-10   1.8068694e-10   1.1951729e-10   7.9027038e-11   5.2236180e-11   3.4516501e-11   2.2800794e-11   1.5057349e-11   9.9409828e-12   6.5614339e-12   4.3297490e-12   2.8564502e-12   1.8840638e-12   1.2424368e-12   8.1915686e-13   5.3998042e-13   3.5588601e-13   2.3451430e-13   1.5451000e-13   1.0178313e-13   6.7039363e-14   4.4149072e-14   2.9070565e-14   1.9139386e-14   1.2599329e-14   8.2930434e-15   5.4579502e-15   3.5916685e-15   2.3632834e-15   1.5548552e-15   1.0228698e-15   6.7283493e-16   4.4254353e-16   2.9104767e-16   1.9139662e-16   1.2585420e-16   8.2749545e-17   5.4403792e-17   3.5765103e-17   2.3510268e-17   1.5453415e-17   1.0156898e-17   6.6752637e-18   4.3867945e-18
