1.475905824999999914e-04 2.852798076264580985e-05 9.271844529815369967e-06 3.803299630774411100e-06 1.761385018547256822e-06 8.931220188873110655e-07 4.994612226437900247e-07 3.115238285488099997e-07 2.139547863382000101e-07 1.561823303561000042e-07 1.169269960350000077e-07 8.770998801270000707e-08 6.509667103140000256e-08 4.756340492750000212e-08 3.418225286990000015e-08 2.417573850280000166e-08 1.684973849270000175e-08 1.159192229049999830e-08 7.883400575600000491e-09 5.307143681599999527e-09 3.541180191349999897e-09 2.344445090949999926e-09 1.541454728289999986e-09 1.007336168379999916e-09 6.547525178500000051e-10 4.235383823019999986e-10 2.727991288860000219e-10 1.750360839899999924e-10 1.119226516370000009e-10 7.134421069979999051e-11 4.535013819110000133e-11 2.875375625610000093e-11 1.818897680778000008e-11 1.148170888985999972e-11 7.233812215599999413e-12 4.549482404869999896e-12 2.856632857093999631e-12 1.791015826157999734e-12 1.121361918308000076e-12 7.011951026741998760e-13 4.379455575281999595e-13 2.732284922714999549e-13 1.702896812035000117e-13 1.060318549378199933e-13 6.596255893106999409e-14 4.100122230145000174e-14 2.546573947546999901e-14 1.580503239334700186e-14 9.802392636534999309e-15 6.075520285720000165e-15 3.763269105229399445e-15 2.329653782647199876e-15 1.441365177517299986e-15 8.913011109708999316e-16 5.508754393517999188e-16 3.403071318654199998e-16 2.101292292004699880e-16 1.296903317855899947e-16 8.000950000277599784e-17 4.933953578554399308e-17 3.041407567091000097e-17 1.874072215710970045e-17 1.154344772289900017e-17 7.107664707261798963e-18 4.374865239231799947e-18 2.691862064677209909e-18 1.655751782802160076e-18 1.018112261081189983e-18 6.258314472940200776e-19 3.845768736147569594e-19 2.362519899747550044e-19 1.450897194999879973e-19 8.907769853207819965e-20 5.467323818682039985e-20 3.354718872882180538e-20 2.057854892966249805e-20 1.261978924589831040e-20 7.736945054925010828e-21 4.742073737668429902e-21 2.905693629537689995e-21 1.779981091269325913e-21
1.790213988999999923e-04 3.471650467832522403e-05 1.132497285752373921e-05 4.664008341358385804e-06 2.169505362824933341e-06 1.106727160896607012e-06 6.237398223045300382e-07 3.922148570960999966e-07 2.712718174487000271e-07 1.991967318915999933e-07 1.499057546969000103e-07 1.130232788017000036e-07 8.434603221290000080e-08 6.199125800630000463e-08 4.483238352900000154e-08 3.192287372679999853e-08 2.240767787210000140e-08 1.552996445540000065e-08 1.064306099819999973e-08 7.221910036799999384e-09 4.858017956700000327e-09 3.243023503479999827e-09 2.150342556890000319e-09 1.417330221699999937e-09 9.292713272299999832e-10 6.064208599989999033e-10 3.940752753539999990e-10 2.551234241919999997e-10 1.646107017429999909e-10 1.058877410880999991e-10 6.792613358959999623e-11 4.346548935390000315e-11 2.775044051660000283e-11 1.768069300455000064e-11 1.124366241316000001e-11 7.137796382190000162e-12 4.524090815289999453e-12 2.863283384889000186e-12 1.809717659914999952e-12 1.142388856372999988e-12 7.203010945805999984e-13 4.536780257106000090e-13 2.854610194106000079e-13 1.794483002380000024e-13 1.127071334587400206e-13 7.073062789274000196e-14 4.435370693206000140e-14 2.779316808091000303e-14 1.740400229151799950e-14 1.089128804214899898e-14 6.811514901718000237e-15 4.257519210778399773e-15 2.659685746140799771e-15 1.660640779361200120e-15 1.036341201003600060e-15 6.464294919729399678e-16 4.030324431201299843e-16 2.511698290872600050e-16 1.564626386960700177e-16 9.742622203935599183e-17 6.064138011636299445e-17 3.773080858503800615e-17 2.346726340638330336e-17 1.459059320274669928e-17 9.068423515610500665e-18 5.634335206929999815e-18 3.499525276883369829e-18 2.172874475536109784e-18 1.348722259119230057e-18 8.369042582606300551e-19 5.191548634901419836e-19 3.219497928604709904e-19 1.995958291428170180e-19 1.237054591226529844e-19 7.664827441913920326e-20 4.747816230067649515e-20 2.940119981043189779e-20 1.820191898519439840e-20 1.126552426134898038e-20 6.970578903948418552e-21 4.311919563882739990e-21
2.157425500999999982e-04 4.196804934276722633e-05 1.374109012847992485e-05 5.681580298437086206e-06 2.654590339510836003e-06 1.362363348791143066e-06 7.736655033336399363e-07 4.903197479286999941e-07 3.413994560843000128e-07 2.520980148722000263e-07 1.906615123206000053e-07 1.444519075123000143e-07 1.083681243701000162e-07 8.009850634749999425e-08 5.827847027510000091e-08 4.176677836279999533e-08 2.951833674039999724e-08 2.060401495380000259e-08 1.422505754719999956e-08 9.726291452599999034e-09 6.593857628200000192e-09 4.436992072700000151e-09 2.966006006479999892e-09 1.971124327709999865e-09 1.303193094389999957e-09 8.576461300800001087e-10 5.621089773699999645e-10 3.670540573299999809e-10 2.388932437570000048e-10 1.550192379179999939e-10 1.003219506578999972e-10 6.476536575910000930e-11 4.171816488179999374e-11 2.681821531669999918e-11 1.720801064898000055e-11 1.102283274852999965e-11 7.049827607430000299e-12 4.502374500213000322e-12 2.871641115168999933e-12 1.829303392238999950e-12 1.163983390115000029e-12 7.398594627273999804e-13 4.698132444242000094e-13 2.980593241817999903e-13 1.889323990124999867e-13 1.196629675365899977e-13 7.573291298901000212e-14 4.789617749070999539e-14 3.027091117560000213e-14 1.911938303470400018e-14 1.206869785681000136e-14 7.613754693174000252e-15 4.800670229426400229e-15 3.025383304094399970e-15 1.905654335021500129e-15 1.199781005673999956e-15 7.550272253242300862e-16 4.749350437021700690e-16 2.986236092289699641e-16 1.876889609021899830e-16 1.179189490858149991e-16 7.405664648342199609e-17 4.649275162317999652e-17 2.917777398711699475e-17 1.830497605943280084e-17 1.147995112106510089e-17 7.197274180797899772e-18 4.510828097154800333e-18 2.826231910371729576e-18 1.770213255868460024e-18 1.108440482485789992e-18 6.938577960816539817e-19 4.342119913160699778e-19 2.716490222582249741e-19 1.698991425417750054e-19 1.062313483742837966e-19 6.640402152806359866e-20 4.149710171836059937e-20 2.592531802313019925e-20 1.619251756970922053e-20 1.011089343784513901e-20
2.584063428000000075e-04 5.041674843741192639e-05 1.656808337059963014e-05 6.877650566774310784e-06 3.227824187464522188e-06 1.666512389219669944e-06 9.534376743615599569e-07 6.088392654093000034e-07 4.266359376598999626e-07 3.167110347116999791e-07 2.406717909214999864e-07 1.831911646200000082e-07 1.381218581519999949e-07 1.026485348149999994e-07 7.512040236000000352e-08 5.417263640900000432e-08 3.853868877329999809e-08 2.708493732879999920e-08 1.883264053319999917e-08 1.297141902310000001e-08 8.860114715400000076e-09 6.007785230799999914e-09 4.047521093299999618e-09 2.711292491230000386e-09 1.807001241700000096e-09 1.198907415909999912e-09 7.922551474699999749e-10 5.216429174259999977e-10 3.423510006330000361e-10 2.240284585760000101e-10 1.462137722149999944e-10 9.519857760530000254e-11 6.184789101799999528e-11 4.010125081950000166e-11 2.595395585400999938e-11 1.676970564626000015e-11 1.081886450091999930e-11 6.969897147059999758e-12 4.484432620032000101e-12 2.881816200667999802e-12 1.849862129171000048e-12 1.186208821254000090e-12 7.599125604044001235e-13 4.863792249523000428e-13 3.110425142996000263e-13 1.987558497060999927e-13 1.269101842953899920e-13 8.097837902192000305e-14 5.163631293683000284e-14 3.290561854030800157e-14 2.095690727758499826e-14 1.333950062648900080e-14 8.486323384373999818e-15 5.396081375039700669e-15 3.429462930160000104e-15 2.178567500918700187e-15 1.383315350356800025e-15 8.779795240624501607e-16 5.570163889943699651e-16 3.532470646810899698e-16 2.239349229167500130e-16 1.419066530002580005e-16 8.989303422593998721e-17 5.692411656177900022e-17 3.603445655516699755e-17 2.280316116724739997e-17 1.442550193454810264e-17 9.122807456542699570e-18 5.767538147369299209e-18 3.645184575412850283e-18 2.303129259693799819e-18 1.454753171345339864e-18 9.186173516005301676e-19 5.799039325139140292e-19 3.659780692133129895e-19 2.309048905703929583e-19 1.456437214196310237e-19 9.184013238211239323e-20 5.789708982369519775e-20 3.648930924956100551e-20 2.299112145849969992e-20
3.077144628999999628e-04 6.020721250028905440e-05 1.985791370538079564e-05 8.275837659344783862e-06 3.901513424020915182e-06 2.026367923242929885e-06 1.167757880642189843e-06 7.511557254320000526e-07 5.295876110419000024e-07 3.951143108901000328e-07 3.016254451060000081e-07 2.306145391709999901e-07 1.747139536210000085e-07 1.305264486510000070e-07 9.605803412700000724e-08 6.968635275700000127e-08 4.989013251800000230e-08 3.529468910159999682e-08 2.470909478750000083e-08 1.713943605899999937e-08 1.179205773290000128e-08 8.055032016600001426e-09 5.467710768300000583e-09 3.690719843029999766e-09 2.478866075239999974e-09 1.657588361950000121e-09 1.104052493640000071e-09 7.327641644020000175e-10 4.847903695800000076e-10 3.198156959850000463e-10 2.104371939469999998e-10 1.381413039754000143e-10 9.048854683220001226e-11 5.915846077279999682e-11 3.860715714110000031e-11 2.515415067221000158e-11 1.636431980489000236e-11 1.063125638322999999e-11 6.897907212359999727e-12 4.470312239463000408e-12 2.893889579353999710e-12 1.871467281991999737e-12 1.209120489154000021e-12 7.804990279003000022e-13 5.034024656675999684e-13 3.244292293194000044e-13 2.089325042874500115e-13 1.344597564422199826e-13 8.647617876153998387e-14 5.558197979683999204e-14 3.570411514693499863e-14 2.292247024151600318e-14 1.470872689089200136e-14 9.433447084482000023e-15 6.047244362929000340e-15 3.874762676396799902e-15 2.481651592961499913e-15 1.588736024997899838e-15 1.016681362826799964e-15 6.503494955128900455e-16 4.158565292749299872e-16 2.658153726486999782e-16 1.698481968086299945e-16 1.084901256313790038e-16 6.927427968191100242e-17 4.421914598462998955e-17 2.821686850650260242e-17 1.799991602020070086e-17 1.147883801153280059e-17 7.318018546489300419e-18 4.664010895299120456e-18 2.971655319647639575e-18 1.892833320692360237e-18 1.205322666709840136e-18 7.673135578946579386e-19 4.883400602981070432e-19 3.107084127870540095e-19 1.976360313064360023e-19 1.256790899878750924e-19 7.989967378596510361e-20 5.078239333327349414e-20
3.644188919999999930e-04 7.149474840158057988e-05 2.366674108433731592e-05 9.901820738488882276e-06 4.689142096672380629e-06 2.449877942420920176e-06 1.421865110809900038e-06 9.210630113240999326e-07 6.531944765255000067e-07 4.896633434110000354e-07 3.754424279880000299e-07 2.882912412259999820e-07 2.194147506449999749e-07 1.647524469920000108e-07 1.219027373970000033e-07 8.894460726599998725e-08 6.406689107699999549e-08 4.561331106999999663e-08 3.214358044299999658e-08 2.244827240049999864e-08 1.555265539890000169e-08 1.069965423179999959e-08 7.315615447599999777e-09 4.974544380700000496e-09 3.366160900270000193e-09 2.267941660410000218e-09 1.522131457969999810e-09 1.018044152579999917e-09 6.787694758670000142e-10 4.512892428400000138e-10 2.992855069909999960e-10 1.980230583640000008e-10 1.307471857010000112e-10 8.616204261229999411e-11 5.668140923939999961e-11 3.722803348629999806e-11 2.441510878432999899e-11 1.599026267913999867e-11 1.045941267116000110e-11 6.833697228409998625e-12 4.460021429600000084e-12 2.907919210723999546e-12 1.894179423856999955e-12 1.232767014069900045e-12 8.016542898658999011e-13 5.209081164554000450e-13 3.382376769712999918e-13 2.194761911178399918e-13 1.423227873362500072e-13 9.223564123233000229e-14 5.974122366733999438e-14 3.867339635368299900e-14 2.502212692776700058e-14 1.618155778194399999e-14 1.045949376685299877e-14 6.757783487900999786e-15 4.364242871747299659e-15 2.817288697055399877e-15 1.817933336268199741e-15 1.172613656826750082e-15 7.560809860502600946e-16 4.873302970859000090e-16 3.139964798755400020e-16 2.022443272581689885e-16 1.302212264806099764e-16 8.381943328453400599e-17 5.393475935926400157e-17 3.469421951683599614e-17 2.231067069317990002e-17 1.434291963008330182e-17 9.217942304646698954e-18 5.922484228738540243e-18 3.804078041553250105e-18 2.442713377804930081e-18 1.568104417123759805e-18 1.006371387252150015e-18 6.456893149517719688e-19 4.141636704323100215e-19 2.655856191204220191e-19 1.702638311075690039e-19 1.091256143763710883e-19
4.293226917999999831e-04 8.444555078068808869e-05 2.805503747329076501e-05 1.178341252357777591e-05 5.605424625722557655e-06 2.945786885663690117e-06 1.721571126405300009e-06 1.122797195370299893e-06 8.007561332170001332e-07 6.030146025090000072e-07 4.642944684130000222e-07 3.580042771900000314e-07 2.736747797559999998e-07 2.064960467329999784e-07 1.535895844879999940e-07 1.126855711159999838e-07 8.164508936299999901e-08 5.848648173299999477e-08 4.147747980500000126e-08 2.915689920599999950e-08 2.033683709450000141e-08 1.408731213210000189e-08 9.699267145099998430e-09 6.642358382599999504e-09 4.527191460099999774e-09 3.072442924699999679e-09 2.077267032430000222e-09 1.399672088450000007e-09 9.402179828800000980e-10 6.298373025860000005e-10 4.208670650610000419e-10 2.805954294220000030e-10 1.866899214578999968e-10 1.239773527522000159e-10 8.218959392520000970e-11 5.440121224779999792e-11 3.595605459207000191e-11 2.373310184074999845e-11 1.564588448232000127e-11 1.030268141974999966e-11 6.777063958758000576e-12 4.453539444330000129e-12 2.923945032039999930e-12 1.918048628056000098e-12 1.257191348948800045e-12 8.234109828548000436e-13 5.389201317226999592e-13 3.524856717049000522e-13 2.304007087352600221e-13 1.505104967754100250e-13 9.826625861961000185e-14 6.412226007129000922e-14 4.182062175643999737e-14 2.726208871170599991e-14 1.776332300741999998e-14 1.156897220487199895e-14 7.531455402794500662e-15 4.900986503461200416e-15 3.187972656966299632e-15 2.072897462125999745e-15 1.347344954999289842e-15 8.754329967142699464e-16 5.686106282216599839e-16 3.691977559212900165e-16 2.396396284552950285e-16 1.554951881050549990e-16 1.008642410627959995e-16 6.540676270146100191e-17 4.240100929425700428e-17 2.747896433609829838e-17 1.780316519783929954e-17 1.153104231511490054e-17 7.466483904832200586e-18 4.833277516785189490e-18 3.127858912803530355e-18 2.023643641050970023e-18 1.308891747094440210e-18 8.463642212438919513e-19 5.471364531654849786e-19 3.536060540709300509e-19 2.284706260828409855e-19
5.032806895000001106e-04 9.923686320511273206e-05 3.308768854873945847e-05 1.395062715623514284e-05 6.666356310809521611e-06 3.523677287123570371e-06 2.073295690992999964e-06 1.361067600460700135e-06 9.759581446360000382e-07 7.381499880440000116e-07 5.706266598969999754e-07 4.417690858210000587e-07 3.391419636009999773e-07 2.570911679140000398e-07 1.921901775009999863e-07 1.417602333240000202e-07 1.032925155949999992e-07 7.443365977400000349e-08 5.311125313300000446e-08 3.757107109500000478e-08 2.637619027900000532e-08 1.839221584110000016e-08 1.274878103610000014e-08 8.790687304699999229e-09 6.033157182500000507e-09 4.123334821330000167e-09 2.807589516269999998e-09 1.905340938319999907e-09 1.289161942679999921e-09 8.698836812529999088e-10 5.855295140170000191e-10 3.932539418480000048e-10 2.635845343740000231e-10 1.763449144261999913e-10 1.177797213076999885e-10 7.854277823219999782e-11 5.230285662579999999e-11 3.478361036867000285e-11 2.310446221103000145e-11 1.532952739515999713e-11 1.016038270900000124e-11 6.727776686734000402e-12 4.450824681259999564e-12 2.941993009821000083e-12 1.943116380838999920e-12 1.282431646870600010e-12 8.457993319252000170e-13 5.574613954214000414e-13 3.671906586283000124e-13 2.417198195535599717e-13 1.590342076382299839e-13 1.045776738795499991e-13 6.873346617289000782e-14 4.515310931362100321e-14 2.964871969846300112e-14 1.945949846858799918e-14 1.276653060531199872e-14 8.372148495762699564e-15 5.488199255053499418e-15 3.596309629031799777e-15 2.355719592730599841e-15 1.542532927692559869e-15 1.009704919089500017e-15 6.607056452623700458e-16 4.321939907985299728e-16 2.826244166789300408e-16 1.847582022577979806e-16 1.207434853708550036e-16 7.888464555445299620e-17 5.152199933358500653e-17 3.364082800795280179e-17 2.195918645118630164e-17 1.432989418119720163e-17 9.348638728952998881e-18 6.097249833428380287e-18 3.975588372150460258e-18 2.591505444872680138e-18 1.688835651896150124e-18 1.100292547375270111e-18 7.166634755591498526e-19 4.666695218472510044e-19
5.872000279000003055e-04 1.160571100214946176e-04 3.883408492233667432e-05 1.643574269969045893e-05 7.889261066125476086e-06 4.194010839783829922e-06 2.484101518363799662e-06 1.641088050080800068e-06 1.182898862224999941e-06 8.984015462209999430e-07 6.971799010970000011e-07 5.418527677490000307e-07 4.176793385219999879e-07 3.180520474629999945e-07 2.389261680819999945e-07 1.771442932799999941e-07 1.297790457310000129e-07 9.405684679599999665e-08 6.751180535199999628e-08 4.804955473299999876e-08 3.394411393399999944e-08 2.382132358500000201e-08 1.661977735500000266e-08 1.153576029069999966e-08 7.970362490700001073e-09 5.484377298799999992e-09 3.759966174190000564e-09 2.569330885750000082e-09 1.750565404030000232e-09 1.189537256179999906e-09 8.063591553029999336e-10 5.454201261939999587e-10 3.681908713109999958e-10 2.480999059679999870e-10 1.669001825669000145e-10 1.121050180914000142e-10 7.519465618910000240e-11 5.037207081950000373e-11 3.370342541556999853e-11 2.252564523620999803e-11 1.503956136914000068e-11 1.003182914427999840e-11 6.685588768974001041e-12 4.451820778736999202e-12 2.962078171765999659e-12 1.969417136112999732e-12 1.308522004748299954e-12 8.688474508773999478e-13 5.765538422805000097e-13 3.823697426497999737e-13 2.534472414824199789e-13 1.679053317230399943e-13 1.111796681311599986e-13 7.358337028542999423e-14 4.867832870589500149e-14 3.218853164042499936e-14 2.127570301644700127e-14 1.405695470297899882e-14 9.283881897968499515e-15 6.129209276064499346e-15 4.045018525461500072e-15 2.668592787181600092e-15 1.759925680566900071e-15 1.160275005445280135e-15 7.646911103009999408e-16 5.038171007033599200e-16 3.318365829968399891e-16 2.184955597024509961e-16 1.438236991274680081e-16 9.464339787280098382e-17 6.226222414100099712e-17 4.094825916996039899e-17 2.692306153652619891e-17 1.769672928246750029e-17 1.162900097319250019e-17 7.639659115137490321e-18 5.017520106174609561e-18 3.294497395944529751e-18 2.162595453538129773e-18 1.419215608486490023e-18 9.311274949183000449e-19
6.820406118000003860e-04 1.351059986692009938e-04 4.536820109732821898e-05 1.927335825815911766e-05 9.292836601020139362e-06 4.968168817708499856e-06 2.961728871094800106e-06 1.968608143536999920e-06 1.426116742125000200e-06 1.087476324948999886e-06 8.470140692839999851e-07 6.607939706759999797e-07 5.113831636360000912e-07 3.910898984139999962e-07 2.951835094210000417e-07 2.199505960110000188e-07 1.619876861409999964e-07 1.180499888380000136e-07 8.522038163400000242e-08 6.101083630800000313e-08 4.336143884899999694e-08 3.061894867399999904e-08 2.149714786379999859e-08 1.501658493550000093e-08 1.044269456129999922e-08 7.232821155799999588e-09 4.991567389010000170e-09 3.433747366380000103e-09 2.355300496970000274e-09 1.611345899860000053e-09 1.099764276679000095e-09 7.489912027769999841e-10 5.091055151329999822e-10 3.454346803250000156e-10 2.339987811492000216e-10 1.582738028764000020e-10 1.069072314790999929e-10 7.212001754539999459e-11 4.859545655312000394e-11 3.270862819521000297e-11 2.199326944527999932e-11 1.477440828475999822e-11 9.916340682452000383e-12 6.650246122733000102e-12 4.456461318015999516e-12 2.984207153846000325e-12 1.996979599773999969e-12 1.335493074064500081e-12 8.925816143900000019e-13 5.962185372495000058e-13 3.980397068239000399e-13 2.655966472999900226e-13 1.771353562600499977e-13 1.180821480340899788e-13 7.868064194200000235e-14 5.240389410941800099e-14 3.488817906003999822e-14 2.321769523923200234e-14 1.544516542408899987e-14 1.027080409964459965e-14 6.827466597843299553e-15 4.536931063437199445e-15 3.013812636307399962e-15 2.001362812756799991e-15 1.328601776986420005e-15 8.817120525953098874e-16 5.849578758369799723e-16 3.879633482846500504e-16 2.572333579781500199e-16 1.705047735358240059e-16 1.129849802459250004e-16 7.484830490781700113e-17 4.957037290613409589e-17 3.282032569093420179e-17 2.172427468979160006e-17 1.437574873642059785e-17 9.510417430502800809e-18 6.290045918873179662e-18 4.159052270887889965e-18 2.749301320871109888e-18 1.816931507361280157e-18
