     -1.28017082e-02        -2.55450491e-03        -8.09425273e-04        -3.26079639e-04        -1.47074526e-04        -7.13411901e-05        -3.62954770e-05        -1.90799819e-05        -1.02869592e-05        -5.64980975e-06        -3.14270471e-06        -1.77267974e-06        -1.00907262e-06        -5.77661071e-07        -3.33622895e-07        -1.93705269e-07        -1.12781709e-07        -6.60518833e-08        -3.88388373e-08        -2.28712744e-08        -1.35205740e-08        -8.02130273e-09        -4.76162534e-09        -2.83164877e-09        -1.69016689e-09        -1.01039637e-09        -6.03989927e-10        -3.61749426e-10        -2.17285176e-10        -1.30609926e-10        -7.84944012e-11        -4.72472446e-11        -2.85054113e-11        -1.72097569e-11        -1.03866862e-11        -6.27440476e-12        -3.79785015e-12        -2.30119539e-12        -1.39388498e-12        -8.44359499e-13        -5.12204098e-13        -3.11190005e-13        -1.89113874e-13        -1.14871153e-13        -6.97949646e-14        -4.24650966e-14        -2.58682423e-14        -1.57590847e-14        -9.59548773e-15        -5.84336649e-15        -3.56244222e-15        -2.17438859e-15        -1.32748175e-15        -8.10019523e-16        -4.94146430e-16        -3.01652314e-16        -1.84353915e-16        -1.12741645e-16        -6.89318271e-17        -4.21222037e-17        -2.57387077e-17        -1.57393754e-17        -9.63426554e-18        -5.89991561e-18        -3.61189868e-18        -2.20995086e-18        -1.35201696e-18        -8.27636653e-19        -5.07086972e-19        -3.10851000e-19        -1.90529309e-19        -1.16714475e-19        -7.14692965e-20        -4.37739453e-20        -2.68305737e-20        -1.64574297e-20        -1.00969123e-20        -6.19235924e-21        -3.79566813e-21        -2.32593845e-21        -1.42564389e-21   
     -1.37882621e-02        -2.75892755e-03        -8.81070588e-04        -3.58029908e-04        -1.62920452e-04        -7.97325376e-05        -4.09356651e-05        -2.17196136e-05        -1.18164013e-05        -6.55298645e-06        -3.67979827e-06        -2.09407847e-06        -1.20414236e-06        -6.96007970e-07        -4.05551088e-07        -2.37882782e-07        -1.39875646e-07        -8.26533163e-08        -4.90907192e-08        -2.92026844e-08        -1.74193349e-08        -1.04349480e-08        -6.26018395e-09        -3.75822253e-09        -2.26343987e-09        -1.36701662e-09        -8.25775541e-10        -4.99169504e-10        -3.02577484e-10        -1.83772342e-10        -1.11604803e-10        -6.78047482e-11        -4.12833286e-11        -2.51802987e-11        -1.53586616e-11        -9.36731525e-12        -5.72135833e-12        -3.50090017e-12        -2.14325144e-12        -1.31155863e-12        -8.02950998e-13        -4.92349119e-13        -3.02274558e-13        -1.85576150e-13        -1.13883159e-13        -6.99224657e-14        -4.29912284e-14        -2.64600380e-14        -1.62843637e-14        -1.00170420e-14        -6.16321973e-15        -3.79631457e-15        -2.34091419e-15        -1.44374490e-15        -8.89977882e-16        -5.48485544e-16        -3.38236562e-16        -2.08807806e-16        -1.28992679e-16        -7.96740116e-17        -4.91849845e-17        -3.03595280e-17        -1.87511571e-17        -1.15924428e-17        -7.17073294e-18        -4.43479969e-18        -2.74125525e-18        -1.69401359e-18        -1.04726979e-18        -6.47974378e-19        -4.01177248e-19        -2.48394644e-19        -1.53728037e-19        -9.50930258e-20        -5.88214655e-20        -3.64046593e-20        -2.25477313e-20        -1.39716460e-20        -8.65646504e-21        -5.36069648e-21        -3.31830791e-21   
     -1.47875469e-02        -2.96618770e-03        -9.54525370e-04        -3.91099862e-04        -1.79490606e-04        -8.85942946e-05        -4.58840147e-05        -2.45634919e-05        -1.34802381e-05        -7.54462258e-06        -4.27631034e-06        -2.45416584e-06        -1.42462758e-06        -8.31414146e-07        -4.88560696e-07        -2.89298681e-07        -1.71793741e-07        -1.02393080e-07        -6.13773948e-08        -3.68791835e-08        -2.21959853e-08        -1.34142065e-08        -8.12880946e-09        -4.92758241e-09        -2.99323186e-09        -1.82452118e-09        -1.11348699e-09        -6.79510241e-10        -4.15439562e-10        -2.54684629e-10        -1.56262338e-10        -9.58517380e-11        -5.88676081e-11        -3.62357333e-11        -2.23273054e-11        -1.37531647e-11        -8.47517958e-12        -5.23187012e-12        -3.23443686e-12        -1.99967539e-12        -1.23590066e-12        -7.64449967e-13        -4.73596575e-13        -2.93679710e-13        -1.82071545e-13        -1.12843992e-13        -6.99870212e-14        -4.34663697e-14        -2.70182270e-14        -1.67912453e-14        -1.04308453e-14        -6.48172734e-15        -4.03219810e-15        -2.51088503e-15        -1.56377912e-15        -9.73456173e-16        -6.05841002e-16        -3.77267972e-16        -2.35173354e-16        -1.46697067e-16        -9.14989051e-17        -5.70409792e-17        -3.55528062e-17        -2.21706873e-17        -1.38379975e-17        -8.64255339e-18        -5.39749146e-18        -3.36921044e-18        -2.10239297e-18        -1.31218165e-18        -8.19567102e-19        -5.12251184e-19        -3.20247607e-19        -2.00152721e-19        -1.25030010e-19        -7.80853002e-20        -4.87822703e-20        -3.04960867e-20        -1.90759189e-20        -1.19340604e-20        -7.46350075e-21   
     -1.57944353e-02        -3.17519812e-03        -1.02944017e-03        -4.25141334e-04        -1.96720213e-04        -9.78977990e-05        -5.11287541e-05        -2.76074946e-05        -1.52785096e-05        -8.62567758e-06        -4.93379565e-06        -2.85476077e-06        -1.67181093e-06        -9.84986479e-07        -5.83609657e-07        -3.48599686e-07        -2.09021214e-07        -1.25655916e-07        -7.59608344e-08        -4.60827454e-08        -2.79879156e-08        -1.70547647e-08        -1.04310339e-08        -6.38507628e-09        -3.91203884e-09        -2.40460898e-09        -1.48160840e-09        -9.12961598e-10        -5.62953529e-10        -3.48036989e-10        -2.15584448e-10        -1.33537398e-10        -8.27327049e-11        -5.13530102e-11        -3.19362083e-11        -1.98669913e-11        -1.23556848e-11        -7.69151172e-12        -4.79675701e-12        -2.99440462e-12        -1.86881717e-12        -1.16623084e-12        -7.28569888e-13        -4.55841279e-13        -2.85380001e-13        -1.78600004e-13        -1.11757011e-13        -6.99903640e-14        -4.38907257e-14        -2.75421397e-14        -1.72786508e-14        -1.08357428e-14        -6.79786906e-15        -4.26929859e-15        -2.68374026e-15        -1.68722209e-15        -1.06024289e-15        -6.66106733e-16        -4.18708597e-16        -2.63452894e-16        -1.65878346e-16        -1.04439115e-16        -6.57247395e-17        -4.13510159e-17        -2.60263229e-17        -1.63944625e-17        -1.03342021e-17        -6.51468836e-18        -4.10514403e-18        -2.58575432e-18        -1.62880753e-18        -1.02660352e-18        -6.47513889e-19        -4.08566249e-19        -2.57763076e-19        -1.62547629e-19        -1.02466834e-19        -6.45993079e-20        -4.07473559e-20        -2.57184583e-20        -1.62384318e-20   
     -1.68035988e-02        -3.38483215e-03        -1.10544226e-03        -4.59992247e-04        -2.14535543e-04        -1.07608638e-04        -5.66544691e-05        -3.08450709e-05        -1.72097055e-05        -9.79629235e-06        -5.65310719e-06        -3.29735384e-06        -1.94683984e-06        -1.15766653e-06        -6.91605692e-07        -4.16434564e-07        -2.52022121e-07        -1.52826647e-07        -9.31189067e-08        -5.70014412e-08        -3.49374982e-08        -2.14614447e-08        -1.32370810e-08        -8.17963666e-09        -5.05589255e-09        -3.13234297e-09        -1.94679289e-09        -1.21108406e-09        -7.53375028e-10        -4.69476994e-10        -2.93318389e-10        -1.83420048e-10        -1.14668315e-10        -7.17538716e-11        -4.49957309e-11        -2.82520040e-11        -1.77361074e-11        -1.11350351e-11        -7.00037911e-12        -4.40830198e-12        -2.77741682e-12        -1.74925659e-12        -1.10193363e-12        -6.95046062e-13        -4.38986704e-13        -2.77351389e-13        -1.75160012e-13        -1.10624094e-13        -6.99334293e-14        -4.42641648e-14        -2.80309641e-14        -1.77454290e-14        -1.12305305e-14        -7.11058130e-15        -4.50677887e-15        -2.85887670e-15        -1.81367214e-15        -1.15009224e-15        -7.29148439e-16        -4.62498469e-16        -2.93632380e-16        -1.86548395e-16        -1.18519306e-16        -7.52656694e-17        -4.77835407e-17        -3.03447653e-17        -1.92846559e-17        -1.22643553e-17        -7.80125123e-18        -4.96068003e-18        -3.15305636e-18        -2.00395379e-18        -1.27417263e-18        -8.10711534e-19        -5.16080114e-19        -3.28535087e-19        -2.09070740e-19        -1.32990836e-19        -8.45877937e-20        -5.38200538e-20        -3.42635788e-20   
     -1.78096054e-02        -3.59394489e-03        -1.18214238e-03        -4.95479513e-04        -2.32855134e-04        -1.17687217e-04        -6.24422871e-05        -3.42673644e-05        -1.92707087e-05        -1.10557742e-05        -6.43439552e-06        -3.78301806e-06        -2.25071855e-06        -1.35022372e-06        -8.13364090e-07        -4.93448015e-07        -3.01238982e-07        -1.84276123e-07        -1.13140925e-07        -6.98308891e-08        -4.31890967e-08        -2.67458020e-08        -1.66244569e-08        -1.03639955e-08        -6.46367876e-09        -4.03603077e-09        -2.52820150e-09        -1.58692212e-09        -9.96077172e-10        -6.25658549e-10        -3.93957288e-10        -2.48529929e-10        -1.56796644e-10        -9.89287008e-11        -6.25172030e-11        -3.95842423e-11        -2.50784485e-11        -1.58835620e-11        -1.00650604e-11        -6.38831804e-12        -4.06006954e-12        -2.58064141e-12        -1.63976275e-12        -1.04245508e-12        -6.63639280e-13        -4.22946976e-13        -2.69572267e-13        -1.71749445e-13        -1.09446295e-13        -6.98167641e-14        -4.45864401e-14        -2.84838669e-14        -1.81904267e-14        -1.16139985e-14        -7.41878467e-15        -4.74377640e-15        -3.03566011e-15        -1.94269518e-15        -1.24272805e-15        -7.94805617e-16        -5.08556394e-16        -3.25681450e-16        -2.08707105e-16        -1.33755700e-16        -8.56874832e-17        -5.48761623e-17        -3.51506248e-17        -2.25303331e-17        -1.44512815e-17        -9.27200331e-18        -5.94760539e-18        -3.81352545e-18        -2.44473588e-18        -1.56767693e-18        -1.00587827e-18        -6.45763964e-19        -4.14646124e-19        -2.66184731e-19        -1.70808866e-19        -1.09580216e-19        -7.03110571e-20   
     -1.88070259e-02        -3.80139585e-03        -1.25914223e-03        -5.31422365e-04        -2.51591285e-04        -1.28089500e-04        -6.84701793e-05        -3.78634006e-05        -2.14568089e-05        -1.24025819e-05        -7.27714397e-06        -4.31233833e-06        -2.58428492e-06        -1.56326523e-06        -9.49570746e-07        -5.80264958e-07        -3.57096928e-07        -2.20350206e-07        -1.36319086e-07        -8.47755414e-08        -5.28877972e-08        -3.30227915e-08        -2.06775971e-08        -1.29953280e-08        -8.17664882e-09        -5.14673217e-09        -3.24769178e-09        -2.05524046e-09        -1.30152239e-09        -8.24208347e-10        -5.22825507e-10        -3.32459019e-10        -2.11602654e-10        -1.34648106e-10        -8.57392592e-11        -5.47020234e-11        -3.49509136e-11        -2.23324661e-11        -1.42674325e-11        -9.12371153e-12        -5.84401945e-12        -3.74671411e-12        -2.40169715e-12        -1.53926199e-12        -9.87300154e-13        -6.34137410e-13        -4.07647561e-13        -2.62023971e-13        -1.68366199e-13        -1.08224377e-13        -6.96408568e-14        -4.48573744e-14        -2.89001000e-14        -1.86125545e-14        -1.19849745e-14        -7.72141283e-15        -4.97942274e-15        -3.21343810e-15        -2.07383304e-15        -1.33784900e-15        -8.62894535e-16        -5.56781459e-16        -3.59554014e-16        -2.32342431e-16        -1.50155841e-16        -9.70078362e-17        -6.26506550e-17        -4.04660436e-17        -2.61518685e-17        -1.69125929e-17        -1.09415483e-17        -7.07773383e-18        -4.57655770e-18        -2.95850985e-18        -1.91278724e-18        -1.23731191e-18        -8.00827072e-19        -5.18471132e-19        -3.35636472e-19        -2.17201292e-19        -1.40512362e-19   
     -1.97905372e-02        -4.00607084e-03        -1.33604204e-03        -5.67635832e-04        -2.70651716e-04        -1.38767868e-04        -7.47133563e-05        -4.16203153e-05        -2.37617821e-05        -1.38343144e-05        -8.18022541e-06        -4.88537027e-06        -2.94817229e-06        -1.79725499e-06        -1.10075769e-06        -6.77465971e-07        -4.20008233e-07        -2.61364274e-07        -1.62937250e-07        -1.02047979e-07        -6.41799940e-08        -4.04075294e-08        -2.54862536e-08        -1.61358810e-08        -1.02383895e-08        -6.49757929e-09        -4.12970383e-09        -2.63279392e-09        -1.68133522e-09        -1.07364936e-09        -6.86096024e-10        -4.39453692e-10        -2.81990000e-10        -1.80974099e-10        -1.16140914e-10        -7.46328818e-11        -4.80512947e-11        -3.09631101e-11        -1.99473090e-11        -1.28528561e-11        -8.29238708e-12        -5.35803441e-12        -3.46379406e-12        -2.23856498e-12        -1.44681319e-12        -9.36029739e-13        -6.06355142e-13        -3.93024941e-13        -2.54690871e-13        -1.65008579e-13        -1.06959177e-13        -6.94063720e-14        -4.50769942e-14        -2.92790811e-14        -1.90108409e-14        -1.23423608e-14        -8.01743882e-15        -5.21286205e-15        -3.39155304e-15        -2.20661233e-15        -1.43513437e-15        -9.33211791e-16        -6.07055054e-16        -3.95189259e-16        -2.57430751e-16        -1.67718583e-16        -1.09238117e-16        -7.11244860e-17        -4.63103844e-17        -3.01679741e-17        -1.96650116e-17        -1.28240940e-17        -8.36277150e-18        -5.45161750e-18        -3.55279951e-18        -2.31539141e-18        -1.50954273e-18        -9.84697794e-19        -6.42575447e-19        -4.19332554e-19        -2.73578137e-19   
     -2.07550138e-02        -4.20690124e-03        -1.41244746e-03        -6.03934038e-04        -2.89941218e-04        -1.49672001e-04        -8.11447193e-05        -4.55236002e-05        -2.61780236e-05        -1.53477061e-05        -9.14196563e-06        -5.50163250e-06        -3.34276188e-06        -2.05253196e-06        -1.26729488e-06        -7.85557825e-07        -4.90372821e-07        -3.07603769e-07        -1.93259621e-07        -1.21865016e-07        -7.72149973e-08        -4.90131749e-08        -3.11428379e-08        -1.98530203e-08        -1.26952477e-08        -8.12320943e-09        -5.20081742e-09        -3.33847992e-09        -2.14848439e-09        -1.38335427e-09        -8.90735788e-10        -5.74472315e-10        -3.71357443e-10        -2.40286735e-10        -1.55445616e-10        -1.00610296e-10        -6.52319919e-11        -4.23600517e-11        -2.75154109e-11        -1.78685393e-11        -1.16105705e-11        -7.55542281e-12        -4.92249230e-12        -3.20760223e-12        -2.08951587e-12        -1.36158841e-12        -8.88256816e-13        -5.80132332e-13        -3.79025598e-13        -2.47560157e-13        -1.61675496e-13        -1.05651830e-13        -6.91142892e-14        -4.52456086e-14        -2.96204451e-14        -1.93844687e-14        -1.26851622e-14        -8.30589602e-15        -5.44326698e-15        -3.56935383e-15        -2.34055275e-15        -1.53424976e-15        -1.00553803e-15        -6.59243128e-16        -4.32512896e-16        -2.83937447e-16        -1.86434260e-16        -1.22383373e-16        -8.03106114e-17        -5.26999787e-17        -3.45954535e-17        -2.27241546e-17        -1.49332822e-17        -9.81418628e-18        -6.44813470e-18        -4.23522029e-18        -2.78153855e-18        -1.82729615e-18        -1.20100297e-18        -7.89704486e-19        -5.19334580e-19   
     -2.16956023e-02        -4.40287926e-03        -1.48797539e-03        -6.40133090e-04        -3.09363199e-04        -1.60749724e-04        -8.77353295e-05        -4.95573447e-05        -2.86967136e-05        -1.69386337e-05        -1.01602000e-05        -6.16012956e-06        -3.76813395e-06        -2.32931970e-06        -1.44939754e-06        -9.04944827e-07        -5.68571702e-07        -3.59329116e-07        -2.27522024e-07        -1.44440603e-07        -9.21462131e-08        -5.89504773e-08        -3.77394007e-08        -2.42182994e-08        -1.55969132e-08        -1.00595651e-08        -6.48911397e-09        -4.19324061e-09        -2.71749970e-09        -1.76358944e-09        -1.14441816e-09        -7.43179109e-10        -4.83670933e-10        -3.15333848e-10        -2.05628919e-10        -1.34078277e-10        -8.75194033e-11        -5.72322163e-11        -3.74651733e-11        -2.45231798e-11        -1.60511117e-11        -1.05158909e-11        -6.89966213e-12        -4.53083694e-12        -2.97501964e-12        -1.95305411e-12        -1.28285753e-12        -8.43641916e-13        -5.55331385e-13        -3.65604592e-13        -2.40621412e-13        -1.58366487e-13        -1.04303852e-13        -6.87659557e-14        -4.53638377e-14        -2.99240638e-14        -1.97327928e-14        -1.30125017e-14        -8.58589219e-15        -5.66985029e-15        -3.74620510e-15        -2.47517417e-15        -1.63485219e-15        -1.07964145e-15        -7.13198430e-16        -4.71438475e-16        -3.11817586e-16        -2.06284947e-16        -1.36442329e-16        -9.02173436e-17        -5.96479248e-17        -3.94489879e-17        -2.61043360e-17        -1.72820247e-17        -1.14430807e-17        -7.57540173e-18        -5.01340021e-18        -3.31737981e-18        -2.19545023e-18        -1.45354185e-18        -9.62769992e-19   
